Lake 1,Lake 2,CCM From,CCM To,E,LibSize,rho
Lake Huron,Lake Champlain,Lake Champlain,Lake Huron,3,100.0,0.5490027463460041
Lake Huron,Lake Champlain,Lake Champlain,Lake Huron,3,120.0,0.5651159129787141
Lake Huron,Lake Champlain,Lake Champlain,Lake Huron,3,140.0,0.5717013773135248
Lake Huron,Lake Champlain,Lake Champlain,Lake Huron,3,160.0,0.580301520323523
Lake Huron,Lake Champlain,Lake Champlain,Lake Huron,3,180.0,0.5855756376654726
Lake Huron,Lake Champlain,Lake Champlain,Lake Huron,3,200.0,0.5958703860109038
Lake Huron,Lake Champlain,Lake Champlain,Lake Huron,3,220.0,0.6069186254542251
Lake Huron,Lake Champlain,Lake Huron,Lake Champlain,3,20.0,0.11039511622116335
Lake Huron,Lake Champlain,Lake Huron,Lake Champlain,3,40.0,0.13448748785241132
Lake Huron,Lake Champlain,Lake Huron,Lake Champlain,3,60.0,0.16768059516958617
Lake Huron,Lake Champlain,Lake Huron,Lake Champlain,3,80.0,0.16505690298738035
Lake Huron,Lake Champlain,Lake Huron,Lake Champlain,3,100.0,0.21113379805354876
Lake Huron,Lake Champlain,Lake Huron,Lake Champlain,3,120.0,0.1971135279253456
Lake Huron,Lake Champlain,Lake Huron,Lake Champlain,3,140.0,0.198716610102429
Lake Huron,Lake Champlain,Lake Huron,Lake Champlain,3,160.0,0.19153636107683214
Lake Huron,Lake Champlain,Lake Huron,Lake Champlain,3,180.0,0.1925159660683174
Lake Huron,Lake Champlain,Lake Huron,Lake Champlain,3,200.0,0.18834401724902072
Lake Huron,Lake Champlain,Lake Huron,Lake Champlain,3,220.0,0.18735658676914163
Lake Huron,Red Lake,Red Lake,Lake Huron,2,20.0,0.3533544383795693
Lake Huron,Red Lake,Red Lake,Lake Huron,2,40.0,0.3882601301824472
Lake Huron,Red Lake,Red Lake,Lake Huron,2,60.0,0.4461509166155141
Lake Huron,Red Lake,Red Lake,Lake Huron,2,80.0,0.4539774652840201
Lake Huron,Red Lake,Red Lake,Lake Huron,2,100.0,0.4641043826791087
Lake Huron,Red Lake,Red Lake,Lake Huron,2,120.0,0.472041175396233
Lake Huron,Red Lake,Red Lake,Lake Huron,2,140.0,0.4720881713834576
Lake Huron,Red Lake,Red Lake,Lake Huron,2,160.0,0.4715951858841745
Lake Huron,Red Lake,Red Lake,Lake Huron,2,180.0,0.4638404604898804
Lake Huron,Red Lake,Red Lake,Lake Huron,2,200.0,0.4741464835544689
Lake Huron,Red Lake,Red Lake,Lake Huron,2,220.0,0.4746437396107256
Lake Huron,Red Lake,Lake Huron,Red Lake,2,20.0,0.24639816293341096
Lake Huron,Red Lake,Lake Huron,Red Lake,2,40.0,0.28251589915106623
Lake Huron,Red Lake,Lake Huron,Red Lake,2,60.0,0.33929628615838114
Lake Huron,Red Lake,Lake Huron,Red Lake,2,80.0,0.3447535265260773
Lake Huron,Red Lake,Lake Huron,Red Lake,2,100.0,0.36564955201860766
Lake Huron,Red Lake,Lake Huron,Red Lake,2,120.0,0.3803800218210657
Lake Huron,Red Lake,Lake Huron,Red Lake,2,140.0,0.3846015607522081
Lake Huron,Red Lake,Lake Huron,Red Lake,2,160.0,0.39761299532742017
Lake Huron,Red Lake,Lake Huron,Red Lake,2,180.0,0.4005933262883003
Lake Huron,Red Lake,Lake Huron,Red Lake,2,200.0,0.4073023127090264
Lake Huron,Red Lake,Lake Huron,Red Lake,2,220.0,0.4119318332723007
Lake Huron,Lake Tahoe,Lake Tahoe,Lake Huron,2,20.0,0.21070811477384205
Lake Huron,Lake Tahoe,Lake Tahoe,Lake Huron,2,40.0,0.1908637301765318
Lake Huron,Lake Tahoe,Lake Tahoe,Lake Huron,2,60.0,0.20302546149910725
Lake Huron,Lake Tahoe,Lake Tahoe,Lake Huron,2,80.0,0.22490865483292694
Lake Huron,Lake Tahoe,Lake Tahoe,Lake Huron,2,100.0,0.23017113212277965
Lake Huron,Lake Tahoe,Lake Tahoe,Lake Huron,2,120.0,0.2542328721540156
Lake Huron,Lake Tahoe,Lake Tahoe,Lake Huron,2,140.0,0.2473564785143752
Lake Huron,Lake Tahoe,Lake Tahoe,Lake Huron,2,160.0,0.25932592017218703
Lake Huron,Lake Tahoe,Lake Tahoe,Lake Huron,2,180.0,0.2746993307871734
Lake Huron,Lake Tahoe,Lake Tahoe,Lake Huron,2,200.0,0.2718440099209637
Lake Huron,Lake Tahoe,Lake Tahoe,Lake Huron,2,220.0,0.2834207591040385
Lake Huron,Lake Tahoe,Lake Huron,Lake Tahoe,2,20.0,0.18655522891566795
Lake Huron,Lake Tahoe,Lake Huron,Lake Tahoe,2,40.0,0.21626460406989678
Lake Huron,Lake Tahoe,Lake Huron,Lake Tahoe,2,60.0,0.21588303210950127
Lake Huron,Lake Tahoe,Lake Huron,Lake Tahoe,2,80.0,0.2393629319483615
Lake Huron,Lake Tahoe,Lake Huron,Lake Tahoe,2,100.0,0.24302326900566668
Lake Huron,Lake Tahoe,Lake Huron,Lake Tahoe,2,120.0,0.2408606318388014
Lake Huron,Lake Tahoe,Lake Huron,Lake Tahoe,2,140.0,0.24059829058183002
Lake Huron,Lake Tahoe,Lake Huron,Lake Tahoe,2,160.0,0.2359794422408476
Lake Huron,Lake Tahoe,Lake Huron,Lake Tahoe,2,180.0,0.2399170283556519
Lake Huron,Lake Tahoe,Lake Huron,Lake Tahoe,2,200.0,0.23258130527854984
Lake Huron,Lake Tahoe,Lake Huron,Lake Tahoe,2,220.0,0.23061618675651235
Lake Michigan,Lake Erie,Lake Erie,Lake Michigan,3,20.0,0.8397263892145143
Lake Michigan,Lake Erie,Lake Erie,Lake Michigan,3,40.0,0.8670685029235008
Lake Michigan,Lake Erie,Lake Erie,Lake Michigan,3,60.0,0.8819757112337865
Lake Michigan,Lake Erie,Lake Erie,Lake Michigan,3,80.0,0.885765967762332
Lake Michigan,Lake Erie,Lake Erie,Lake Michigan,3,100.0,0.888122195909478
Lake Michigan,Lake Erie,Lake Erie,Lake Michigan,3,120.0,0.8912663988728566
Lake Michigan,Lake Erie,Lake Erie,Lake Michigan,3,140.0,0.8951617833519172
Lake Michigan,Lake Erie,Lake Erie,Lake Michigan,3,160.0,0.8967137825897769
Lake Michigan,Lake Erie,Lake Erie,Lake Michigan,3,180.0,0.8954927264453907
Lake Michigan,Lake Erie,Lake Erie,Lake Michigan,3,200.0,0.8966479861375278
Lake Michigan,Lake Erie,Lake Erie,Lake Michigan,3,220.0,0.895522421470033
Lake Michigan,Lake Erie,Lake Michigan,Lake Erie,3,20.0,0.8838447889105359
Lake Michigan,Lake Erie,Lake Michigan,Lake Erie,3,40.0,0.8960648438770553
Lake Michigan,Lake Erie,Lake Michigan,Lake Erie,3,60.0,0.9029320981917796
Lake Michigan,Lake Erie,Lake Michigan,Lake Erie,3,80.0,0.9036850820216913
Lake Michigan,Lake Erie,Lake Michigan,Lake Erie,3,100.0,0.9057998446767682
Lake Michigan,Lake Erie,Lake Michigan,Lake Erie,3,120.0,0.9062326147715757
Lake Michigan,Lake Erie,Lake Michigan,Lake Erie,3,140.0,0.9030373790214542
Lake Michigan,Lake Erie,Lake Michigan,Lake Erie,3,160.0,0.9053650177089146
Lake Michigan,Lake Erie,Lake Michigan,Lake Erie,3,180.0,0.906808992675655
Lake Michigan,Lake Erie,Lake Michigan,Lake Erie,3,200.0,0.9063352487949669
Lake Michigan,Lake Erie,Lake Michigan,Lake Erie,3,220.0,0.907815031198689
Lake Michigan,Lake Ontario,Lake Ontario,Lake Michigan,3,20.0,0.4557038038908795
Lake Michigan,Lake Ontario,Lake Ontario,Lake Michigan,3,40.0,0.5843919917752967
Lake Michigan,Lake Ontario,Lake Ontario,Lake Michigan,3,60.0,0.6796560808482404
Lake Michigan,Lake Ontario,Lake Ontario,Lake Michigan,3,80.0,0.7117324572274393
Lake Michigan,Lake Ontario,Lake Ontario,Lake Michigan,3,100.0,0.7300912606021418
Lake Michigan,Lake Ontario,Lake Ontario,Lake Michigan,3,120.0,0.7405487139031991
Lake Michigan,Lake Ontario,Lake Ontario,Lake Michigan,3,140.0,0.7557296707137977
Lake Michigan,Lake Ontario,Lake Ontario,Lake Michigan,3,160.0,0.7654073688183088
Lake Michigan,Lake Ontario,Lake Ontario,Lake Michigan,3,180.0,0.769750928294554
Lake Michigan,Lake Ontario,Lake Ontario,Lake Michigan,3,200.0,0.7698252082346662
Lake Michigan,Lake Ontario,Lake Ontario,Lake Michigan,3,220.0,0.7720248054972199
Lake Michigan,Lake Ontario,Lake Michigan,Lake Ontario,3,20.0,0.29223346243612613
Lake Michigan,Lake Ontario,Lake Michigan,Lake Ontario,3,40.0,0.31065727979150515
Lake Michigan,Lake Ontario,Lake Michigan,Lake Ontario,3,60.0,0.3512645459767564
Lake Michigan,Lake Ontario,Lake Michigan,Lake Ontario,3,80.0,0.3580219206518353
Lake Michigan,Lake Ontario,Lake Michigan,Lake Ontario,3,100.0,0.3914815102836981
Lake Michigan,Lake Ontario,Lake Michigan,Lake Ontario,3,120.0,0.3754851840003254
Lake Michigan,Lake Ontario,Lake Michigan,Lake Ontario,3,140.0,0.38822658405807364
Lake Michigan,Lake Ontario,Lake Michigan,Lake Ontario,3,160.0,0.3934425372241933
Lake Michigan,Lake Ontario,Lake Michigan,Lake Ontario,3,180.0,0.39587842131558204
Lake Michigan,Lake Ontario,Lake Michigan,Lake Ontario,3,200.0,0.387731193058504
Lake Michigan,Lake Ontario,Lake Michigan,Lake Ontario,3,220.0,0.3913693542821646
Lake Michigan,Lake Woods,Lake Woods,Lake Michigan,2,20.0,0.13623524845030927
Lake Michigan,Lake Woods,Lake Woods,Lake Michigan,2,40.0,0.173084253156107
Lake Michigan,Lake Woods,Lake Woods,Lake Michigan,2,60.0,0.2110035497461517
Lake Michigan,Lake Woods,Lake Woods,Lake Michigan,2,80.0,0.22998643617722286
Lake Michigan,Lake Woods,Lake Woods,Lake Michigan,2,100.0,0.21660637758441942
Lake Michigan,Lake Woods,Lake Woods,Lake Michigan,2,120.0,0.24545464768693043
Lake Michigan,Lake Woods,Lake Woods,Lake Michigan,2,140.0,0.2558425429306995
Lake Michigan,Lake Woods,Lake Woods,Lake Michigan,2,160.0,0.2660113839777897
Lake Michigan,Lake Woods,Lake Woods,Lake Michigan,2,180.0,0.282761564947283
Lake Michigan,Lake Woods,Lake Woods,Lake Michigan,2,200.0,0.2805840270665397
Lake Michigan,Lake Woods,Lake Woods,Lake Michigan,2,220.0,0.2895207751816999
Lake Michigan,Lake Woods,Lake Michigan,Lake Woods,2,20.0,0.05390316577318917
Lake Michigan,Lake Woods,Lake Michigan,Lake Woods,2,40.0,0.07088848780942363
Lake Michigan,Lake Woods,Lake Michigan,Lake Woods,2,60.0,0.11858444421478445
Lake Michigan,Lake Woods,Lake Michigan,Lake Woods,2,80.0,0.1422394336166018
Lake Michigan,Lake Woods,Lake Michigan,Lake Woods,2,100.0,0.15029321844457283
Lake Michigan,Lake Woods,Lake Michigan,Lake Woods,2,120.0,0.1651043442033345
Lake Michigan,Lake Woods,Lake Michigan,Lake Woods,2,140.0,0.15699457530301894
Lake Michigan,Lake Woods,Lake Michigan,Lake Woods,2,160.0,0.15838189265944702
Lake Michigan,Lake Woods,Lake Michigan,Lake Woods,2,180.0,0.16293142355782425
Lake Michigan,Lake Woods,Lake Michigan,Lake Woods,2,200.0,0.16208462637794324
Lake Michigan,Lake Woods,Lake Michigan,Lake Woods,2,220.0,0.15009976093776997
Lake Michigan,Great Salt Lake,Great Salt Lake,Lake Michigan,2,20.0,0.5913695231378143
Lake Michigan,Great Salt Lake,Great Salt Lake,Lake Michigan,2,40.0,0.6107967713109523
Lake Michigan,Great Salt Lake,Great Salt Lake,Lake Michigan,2,60.0,0.6188706071964096
Lake Michigan,Great Salt Lake,Great Salt Lake,Lake Michigan,2,80.0,0.6151477480213523
Lake Michigan,Great Salt Lake,Great Salt Lake,Lake Michigan,2,100.0,0.6220519929443589
Lake Michigan,Great Salt Lake,Great Salt Lake,Lake Michigan,2,120.0,0.6270865835227555
Lake Michigan,Great Salt Lake,Great Salt Lake,Lake Michigan,2,140.0,0.635639932996171
Lake Michigan,Great Salt Lake,Great Salt Lake,Lake Michigan,2,160.0,0.6337306972511354
Lake Michigan,Great Salt Lake,Great Salt Lake,Lake Michigan,2,180.0,0.6323468780004589
Lake Michigan,Great Salt Lake,Great Salt Lake,Lake Michigan,2,200.0,0.6391865659778484
Lake Michigan,Great Salt Lake,Great Salt Lake,Lake Michigan,2,220.0,0.642800785876595
Lake Michigan,Great Salt Lake,Lake Michigan,Great Salt Lake,2,20.0,0.49669573557145413
Lake Michigan,Great Salt Lake,Lake Michigan,Great Salt Lake,2,40.0,0.501656225392049
Lake Michigan,Great Salt Lake,Lake Michigan,Great Salt Lake,2,60.0,0.4953561486007855
Lake Michigan,Great Salt Lake,Lake Michigan,Great Salt Lake,2,80.0,0.48906023892975814
Lake Michigan,Great Salt Lake,Lake Michigan,Great Salt Lake,2,100.0,0.486662935577962
Lake Michigan,Great Salt Lake,Lake Michigan,Great Salt Lake,2,120.0,0.4772413223775126
Lake Michigan,Great Salt Lake,Lake Michigan,Great Salt Lake,2,140.0,0.47628205968822523
Lake Michigan,Great Salt Lake,Lake Michigan,Great Salt Lake,2,160.0,0.4743296855010649
Lake Michigan,Great Salt Lake,Lake Michigan,Great Salt Lake,2,180.0,0.47510428668587734
Lake Michigan,Great Salt Lake,Lake Michigan,Great Salt Lake,2,200.0,0.477655251105802
Lake Michigan,Great Salt Lake,Lake Michigan,Great Salt Lake,2,220.0,0.47346964374636463
Lake Michigan,Lake Champlain,Lake Champlain,Lake Michigan,3,20.0,0.3476970980366259
Lake Michigan,Lake Champlain,Lake Champlain,Lake Michigan,3,40.0,0.40152856651364344
Lake Michigan,Lake Champlain,Lake Champlain,Lake Michigan,3,60.0,0.5046447788075354
Lake Michigan,Lake Champlain,Lake Champlain,Lake Michigan,3,80.0,0.5374735377758798
Lake Michigan,Lake Champlain,Lake Champlain,Lake Michigan,3,100.0,0.5589933618229093
Lake Michigan,Lake Champlain,Lake Champlain,Lake Michigan,3,120.0,0.5748866167249398
Lake Michigan,Lake Champlain,Lake Champlain,Lake Michigan,3,140.0,0.5833714009590858
Lake Michigan,Lake Champlain,Lake Champlain,Lake Michigan,3,160.0,0.5907519034911597
Lake Michigan,Lake Champlain,Lake Champlain,Lake Michigan,3,180.0,0.5957614165576471
Lake Michigan,Lake Champlain,Lake Champlain,Lake Michigan,3,200.0,0.5965498508220777
Lake Michigan,Lake Champlain,Lake Champlain,Lake Michigan,3,220.0,0.6039197005120476
Lake Michigan,Lake Champlain,Lake Michigan,Lake Champlain,3,20.0,0.09615919251678653
Lake Michigan,Lake Champlain,Lake Michigan,Lake Champlain,3,40.0,0.12236719460992285
Lake Michigan,Lake Champlain,Lake Michigan,Lake Champlain,3,60.0,0.15363692188477265
Lake Michigan,Lake Champlain,Lake Michigan,Lake Champlain,3,80.0,0.15140167836099555
Lake Michigan,Lake Champlain,Lake Michigan,Lake Champlain,3,100.0,0.1983155938600197
Lake Michigan,Lake Champlain,Lake Michigan,Lake Champlain,3,120.0,0.18265198562727736
Lake Michigan,Lake Champlain,Lake Michigan,Lake Champlain,3,140.0,0.18270251719623998
Lake Michigan,Lake Champlain,Lake Michigan,Lake Champlain,3,160.0,0.1752920229759697
Lake Michigan,Lake Champlain,Lake Michigan,Lake Champlain,3,180.0,0.1754840214778098
Lake Michigan,Lake Champlain,Lake Michigan,Lake Champlain,3,200.0,0.171648096206738
Lake Michigan,Lake Champlain,Lake Michigan,Lake Champlain,3,220.0,0.1698969148824107
Lake Michigan,Red Lake,Red Lake,Lake Michigan,2,20.0,0.356168562883161
Lake Michigan,Red Lake,Red Lake,Lake Michigan,2,40.0,0.4002875531296458
Lake Michigan,Red Lake,Red Lake,Lake Michigan,2,60.0,0.4509694059029729
Lake Michigan,Red Lake,Red Lake,Lake Michigan,2,80.0,0.44739749992544126
Lake Michigan,Red Lake,Red Lake,Lake Michigan,2,100.0,0.4405401338953639
Lake Michigan,Red Lake,Red Lake,Lake Michigan,2,120.0,0.45294723786311264
Lake Michigan,Red Lake,Red Lake,Lake Michigan,2,140.0,0.445704623252122
Lake Michigan,Red Lake,Red Lake,Lake Michigan,2,160.0,0.45629847116677136
Lake Michigan,Red Lake,Red Lake,Lake Michigan,2,180.0,0.4586459833754798
Lake Michigan,Red Lake,Red Lake,Lake Michigan,2,200.0,0.46015885900539777
Lake Michigan,Red Lake,Red Lake,Lake Michigan,2,220.0,0.4701315170411468
Lake Michigan,Red Lake,Lake Michigan,Red Lake,2,20.0,0.24698978275995054
Lake Michigan,Red Lake,Lake Michigan,Red Lake,2,40.0,0.28407427522114126
Lake Michigan,Red Lake,Lake Michigan,Red Lake,2,60.0,0.3393839552152298
Lake Michigan,Red Lake,Lake Michigan,Red Lake,2,80.0,0.34491636947081983
Lake Michigan,Red Lake,Lake Michigan,Red Lake,2,100.0,0.3663645498302203
Lake Michigan,Red Lake,Lake Michigan,Red Lake,2,120.0,0.3800810237671752
Lake Michigan,Red Lake,Lake Michigan,Red Lake,2,140.0,0.3843893397535149
Lake Michigan,Red Lake,Lake Michigan,Red Lake,2,160.0,0.3969246741277575
Lake Michigan,Red Lake,Lake Michigan,Red Lake,2,180.0,0.39882919395284366
Lake Michigan,Red Lake,Lake Michigan,Red Lake,2,200.0,0.40488396895439094
Lake Michigan,Red Lake,Lake Michigan,Red Lake,2,220.0,0.40854155365191647
Lake Michigan,Lake Tahoe,Lake Tahoe,Lake Michigan,2,20.0,0.20471764470968243
Lake Michigan,Lake Tahoe,Lake Tahoe,Lake Michigan,2,40.0,0.17884781182459483
Lake Michigan,Lake Tahoe,Lake Tahoe,Lake Michigan,2,60.0,0.1740214533873357
Lake Michigan,Lake Tahoe,Lake Tahoe,Lake Michigan,2,80.0,0.18719490556293691
Lake Michigan,Lake Tahoe,Lake Tahoe,Lake Michigan,2,100.0,0.1570323280161971
Lake Michigan,Lake Tahoe,Lake Tahoe,Lake Michigan,2,120.0,0.16015739433210124
Lake Michigan,Lake Tahoe,Lake Tahoe,Lake Michigan,2,140.0,0.13198610277635667
Lake Michigan,Lake Tahoe,Lake Tahoe,Lake Michigan,2,160.0,0.13668183809238332
Lake Michigan,Lake Tahoe,Lake Tahoe,Lake Michigan,2,180.0,0.1309887369112122
Lake Michigan,Lake Tahoe,Lake Tahoe,Lake Michigan,2,200.0,0.11489187349184027
Lake Michigan,Lake Tahoe,Lake Tahoe,Lake Michigan,2,220.0,0.1153137709706605
Lake Michigan,Lake Tahoe,Lake Michigan,Lake Tahoe,2,20.0,0.19017890448159075
Lake Michigan,Lake Tahoe,Lake Michigan,Lake Tahoe,2,40.0,0.2192326587444043
Lake Michigan,Lake Tahoe,Lake Michigan,Lake Tahoe,2,60.0,0.2158981552096373
Lake Michigan,Lake Tahoe,Lake Michigan,Lake Tahoe,2,80.0,0.23939807339949018
Lake Michigan,Lake Tahoe,Lake Michigan,Lake Tahoe,2,100.0,0.24323492451933512
Lake Michigan,Lake Tahoe,Lake Michigan,Lake Tahoe,2,120.0,0.24265052524118674
Lake Michigan,Lake Tahoe,Lake Michigan,Lake Tahoe,2,140.0,0.2438061449318877
Lake Michigan,Lake Tahoe,Lake Michigan,Lake Tahoe,2,160.0,0.23871670180683208
Lake Michigan,Lake Tahoe,Lake Michigan,Lake Tahoe,2,180.0,0.24388687123838118
Lake Michigan,Lake Tahoe,Lake Michigan,Lake Tahoe,2,200.0,0.23509579136623163
Lake Michigan,Lake Tahoe,Lake Michigan,Lake Tahoe,2,220.0,0.23343225572461007
Lake Erie,Lake Ontario,Lake Ontario,Lake Erie,3,20.0,0.5601854780893025
Lake Erie,Lake Ontario,Lake Ontario,Lake Erie,3,40.0,0.593370370198773
Lake Erie,Lake Ontario,Lake Ontario,Lake Erie,3,60.0,0.6256790292593111
Lake Erie,Lake Ontario,Lake Ontario,Lake Erie,3,80.0,0.63916258194723
Lake Erie,Lake Ontario,Lake Ontario,Lake Erie,3,100.0,0.6505479075779027
Lake Erie,Lake Ontario,Lake Ontario,Lake Erie,3,120.0,0.6499941937001232
Lake Erie,Lake Ontario,Lake Ontario,Lake Erie,3,140.0,0.649357050936275
Lake Erie,Lake Ontario,Lake Ontario,Lake Erie,3,160.0,0.6452883982483458
Lake Erie,Lake Ontario,Lake Ontario,Lake Erie,3,180.0,0.6509919959552087
Lake Erie,Lake Ontario,Lake Ontario,Lake Erie,3,200.0,0.6493419248299523
Lake Erie,Lake Ontario,Lake Ontario,Lake Erie,3,220.0,0.6512392476882674
Lake Erie,Lake Ontario,Lake Erie,Lake Ontario,3,20.0,0.5331598062715233
Lake Erie,Lake Ontario,Lake Erie,Lake Ontario,3,40.0,0.5624359633703662
Lake Erie,Lake Ontario,Lake Erie,Lake Ontario,3,60.0,0.589160686531615
Lake Erie,Lake Ontario,Lake Erie,Lake Ontario,3,80.0,0.5957767008814346
Lake Erie,Lake Ontario,Lake Erie,Lake Ontario,3,100.0,0.6070646440482198
Lake Erie,Lake Ontario,Lake Erie,Lake Ontario,3,120.0,0.6027545583062173
Lake Erie,Lake Ontario,Lake Erie,Lake Ontario,3,140.0,0.6116471795281765
Lake Erie,Lake Ontario,Lake Erie,Lake Ontario,3,160.0,0.6214052163481693
Lake Erie,Lake Ontario,Lake Erie,Lake Ontario,3,180.0,0.6249016133286027
Lake Erie,Lake Ontario,Lake Erie,Lake Ontario,3,200.0,0.6294296335019783
Lake Erie,Lake Ontario,Lake Erie,Lake Ontario,3,220.0,0.6304715538232929
Lake Erie,Lake Woods,Lake Woods,Lake Erie,3,20.0,0.07449606534381074
Lake Erie,Lake Woods,Lake Woods,Lake Erie,3,40.0,0.1115394878984052
Lake Erie,Lake Woods,Lake Woods,Lake Erie,3,60.0,0.10523910097973474
Lake Erie,Lake Woods,Lake Woods,Lake Erie,3,80.0,0.11899081984498043
Lake Erie,Lake Woods,Lake Woods,Lake Erie,3,100.0,0.11432278524275696
Lake Erie,Lake Woods,Lake Woods,Lake Erie,3,120.0,0.138388203437065
Lake Erie,Lake Woods,Lake Woods,Lake Erie,3,140.0,0.11908199915528388
Lake Erie,Lake Woods,Lake Woods,Lake Erie,3,160.0,0.14711068686533618
Lake Erie,Lake Woods,Lake Woods,Lake Erie,3,180.0,0.13563478450209113
Lake Erie,Lake Woods,Lake Woods,Lake Erie,3,200.0,0.14193442905890455
Lake Erie,Lake Woods,Lake Woods,Lake Erie,3,220.0,0.13503010768024562
Lake Erie,Lake Woods,Lake Erie,Lake Woods,3,20.0,0.12469552762852605
Lake Erie,Lake Woods,Lake Erie,Lake Woods,3,40.0,0.14932370494380046
Lake Erie,Lake Woods,Lake Erie,Lake Woods,3,60.0,0.18715546387235432
Lake Erie,Lake Woods,Lake Erie,Lake Woods,3,80.0,0.20331163805842425
Lake Erie,Lake Woods,Lake Erie,Lake Woods,3,100.0,0.2212765425562197
Lake Erie,Lake Woods,Lake Erie,Lake Woods,3,120.0,0.2107717259418253
Lake Erie,Lake Woods,Lake Erie,Lake Woods,3,140.0,0.21333749246166112
Lake Erie,Lake Woods,Lake Erie,Lake Woods,3,160.0,0.21658987749343045
Lake Erie,Lake Woods,Lake Erie,Lake Woods,3,180.0,0.23034600769835673
Lake Erie,Lake Woods,Lake Erie,Lake Woods,3,200.0,0.2298349735364286
Lake Erie,Lake Woods,Lake Erie,Lake Woods,3,220.0,0.2255502681616341
Lake Erie,Great Salt Lake,Great Salt Lake,Lake Erie,3,20.0,0.36510580132358217
Lake Erie,Great Salt Lake,Great Salt Lake,Lake Erie,3,40.0,0.31692566481348977
Lake Erie,Great Salt Lake,Great Salt Lake,Lake Erie,3,60.0,0.3382104717515794
Lake Erie,Great Salt Lake,Great Salt Lake,Lake Erie,3,80.0,0.3251237501939868
Lake Erie,Great Salt Lake,Great Salt Lake,Lake Erie,3,100.0,0.34434455373533407
Lake Erie,Great Salt Lake,Great Salt Lake,Lake Erie,3,120.0,0.34000275524895507
Lake Erie,Great Salt Lake,Great Salt Lake,Lake Erie,3,140.0,0.32093524270931517
Lake Erie,Great Salt Lake,Great Salt Lake,Lake Erie,3,160.0,0.331841235582203
Lake Erie,Great Salt Lake,Great Salt Lake,Lake Erie,3,180.0,0.3401565248050603
Lake Erie,Great Salt Lake,Great Salt Lake,Lake Erie,3,200.0,0.3378662604236671
Lake Erie,Great Salt Lake,Great Salt Lake,Lake Erie,3,220.0,0.3380701875344373
Lake Erie,Great Salt Lake,Lake Erie,Great Salt Lake,3,20.0,0.2327773044777229
Lake Erie,Great Salt Lake,Lake Erie,Great Salt Lake,3,40.0,0.22818289504457492
Lake Erie,Great Salt Lake,Lake Erie,Great Salt Lake,3,60.0,0.27730627925206763
Lake Erie,Great Salt Lake,Lake Erie,Great Salt Lake,3,80.0,0.28286385414013926
Lake Erie,Great Salt Lake,Lake Erie,Great Salt Lake,3,100.0,0.3117095717215216
Lake Erie,Great Salt Lake,Lake Erie,Great Salt Lake,3,120.0,0.30541052716962885
Lake Erie,Great Salt Lake,Lake Erie,Great Salt Lake,3,140.0,0.29764386219135497
Lake Erie,Great Salt Lake,Lake Erie,Great Salt Lake,3,160.0,0.3050071771747037
Lake Erie,Great Salt Lake,Lake Erie,Great Salt Lake,3,180.0,0.3024569996061322
Lake Erie,Great Salt Lake,Lake Erie,Great Salt Lake,3,200.0,0.28411957474676947
Lake Erie,Great Salt Lake,Lake Erie,Great Salt Lake,3,220.0,0.28746986510904493
Lake Erie,Lake Champlain,Lake Champlain,Lake Erie,3,20.0,0.34205933089420026
Lake Erie,Lake Champlain,Lake Champlain,Lake Erie,3,40.0,0.38858650984728
Lake Erie,Lake Champlain,Lake Champlain,Lake Erie,3,60.0,0.44765584473430753
Lake Erie,Lake Champlain,Lake Champlain,Lake Erie,3,80.0,0.4514844525674805
Lake Erie,Lake Champlain,Lake Champlain,Lake Erie,3,100.0,0.4527447825385177
Lake Erie,Lake Champlain,Lake Champlain,Lake Erie,3,120.0,0.4729941598495574
Lake Erie,Lake Champlain,Lake Champlain,Lake Erie,3,140.0,0.46392838612867937
Lake Erie,Lake Champlain,Lake Champlain,Lake Erie,3,160.0,0.4686279439231507
Lake Erie,Lake Champlain,Lake Champlain,Lake Erie,3,180.0,0.47056617854726196
Lake Erie,Lake Champlain,Lake Champlain,Lake Erie,3,200.0,0.4666293351255291
Lake Erie,Lake Champlain,Lake Champlain,Lake Erie,3,220.0,0.4756096776636056
Lake Erie,Lake Champlain,Lake Erie,Lake Champlain,3,20.0,0.10843647371502171
Lake Erie,Lake Champlain,Lake Erie,Lake Champlain,3,40.0,0.10471091425098292
Lake Erie,Lake Champlain,Lake Erie,Lake Champlain,3,60.0,0.14232041253453306
Lake Erie,Lake Champlain,Lake Erie,Lake Champlain,3,80.0,0.11714432055966806
Lake Erie,Lake Champlain,Lake Erie,Lake Champlain,3,100.0,0.1660242873050549
Lake Erie,Lake Champlain,Lake Erie,Lake Champlain,3,120.0,0.13724141504031487
Lake Erie,Lake Champlain,Lake Erie,Lake Champlain,3,140.0,0.14484998699520107
Lake Erie,Lake Champlain,Lake Erie,Lake Champlain,3,160.0,0.14768751524842297
Lake Erie,Lake Champlain,Lake Erie,Lake Champlain,3,180.0,0.14225909662795186
Lake Erie,Lake Champlain,Lake Erie,Lake Champlain,3,200.0,0.14002900740383348
Lake Erie,Lake Champlain,Lake Erie,Lake Champlain,3,220.0,0.141295063906869
Lake Erie,Red Lake,Red Lake,Lake Erie,3,20.0,0.2133777077533347
Lake Erie,Red Lake,Red Lake,Lake Erie,3,40.0,0.24334568785871896
Lake Erie,Red Lake,Red Lake,Lake Erie,3,60.0,0.29055898696764887
