Lake 1,Lake 2,CCM From,CCM To,E,LibSize,rho
Lake Erie,Red Lake,Red Lake,Lake Erie,3,80.0,0.31502802577965955
Lake Erie,Red Lake,Red Lake,Lake Erie,3,100.0,0.3175772363656064
Lake Erie,Red Lake,Red Lake,Lake Erie,3,120.0,0.30921970593595455
Lake Erie,Red Lake,Red Lake,Lake Erie,3,140.0,0.29918576788098156
Lake Erie,Red Lake,Red Lake,Lake Erie,3,160.0,0.3164252332807461
Lake Erie,Red Lake,Red Lake,Lake Erie,3,180.0,0.31061373760544486
Lake Erie,Red Lake,Red Lake,Lake Erie,3,200.0,0.3248787406495772
Lake Erie,Red Lake,Red Lake,Lake Erie,3,220.0,0.33392404486784544
Lake Erie,Red Lake,Lake Erie,Red Lake,3,20.0,0.2541140698988934
Lake Erie,Red Lake,Lake Erie,Red Lake,3,40.0,0.30173643718042803
Lake Erie,Red Lake,Lake Erie,Red Lake,3,60.0,0.3527990353699459
Lake Erie,Red Lake,Lake Erie,Red Lake,3,80.0,0.3752311816086322
Lake Erie,Red Lake,Lake Erie,Red Lake,3,100.0,0.39960599389447526
Lake Erie,Red Lake,Lake Erie,Red Lake,3,120.0,0.41415795941889566
Lake Erie,Red Lake,Lake Erie,Red Lake,3,140.0,0.4207018080546635
Lake Erie,Red Lake,Lake Erie,Red Lake,3,160.0,0.42419889278097606
Lake Erie,Red Lake,Lake Erie,Red Lake,3,180.0,0.42427435239739253
Lake Erie,Red Lake,Lake Erie,Red Lake,3,200.0,0.4259345156109612
Lake Erie,Red Lake,Lake Erie,Red Lake,3,220.0,0.43168587548955717
Lake Erie,Lake Tahoe,Lake Tahoe,Lake Erie,3,20.0,0.2204967412159815
Lake Erie,Lake Tahoe,Lake Tahoe,Lake Erie,3,40.0,0.212222835958248
Lake Erie,Lake Tahoe,Lake Tahoe,Lake Erie,3,60.0,0.22011325156292827
Lake Erie,Lake Tahoe,Lake Tahoe,Lake Erie,3,80.0,0.21049195376522495
Lake Erie,Lake Tahoe,Lake Tahoe,Lake Erie,3,100.0,0.23336226166556706
Lake Erie,Lake Tahoe,Lake Tahoe,Lake Erie,3,120.0,0.22102956765603748
Lake Erie,Lake Tahoe,Lake Tahoe,Lake Erie,3,140.0,0.20287709652696084
Lake Erie,Lake Tahoe,Lake Tahoe,Lake Erie,3,160.0,0.2156163700948491
Lake Erie,Lake Tahoe,Lake Tahoe,Lake Erie,3,180.0,0.22859008688969967
Lake Erie,Lake Tahoe,Lake Tahoe,Lake Erie,3,200.0,0.21793761425794012
Lake Erie,Lake Tahoe,Lake Tahoe,Lake Erie,3,220.0,0.22420005660313577
Lake Erie,Lake Tahoe,Lake Erie,Lake Tahoe,3,20.0,0.23282853583407484
Lake Erie,Lake Tahoe,Lake Erie,Lake Tahoe,3,40.0,0.22588272156920985
Lake Erie,Lake Tahoe,Lake Erie,Lake Tahoe,3,60.0,0.24134047041440088
Lake Erie,Lake Tahoe,Lake Erie,Lake Tahoe,3,80.0,0.25147938138248493
Lake Erie,Lake Tahoe,Lake Erie,Lake Tahoe,3,100.0,0.27449975343068533
Lake Erie,Lake Tahoe,Lake Erie,Lake Tahoe,3,120.0,0.25762500066701255
Lake Erie,Lake Tahoe,Lake Erie,Lake Tahoe,3,140.0,0.2476756467310523
Lake Erie,Lake Tahoe,Lake Erie,Lake Tahoe,3,160.0,0.2620119429843333
Lake Erie,Lake Tahoe,Lake Erie,Lake Tahoe,3,180.0,0.2536329501941286
Lake Erie,Lake Tahoe,Lake Erie,Lake Tahoe,3,200.0,0.26457852300971774
Lake Erie,Lake Tahoe,Lake Erie,Lake Tahoe,3,220.0,0.2579068406441649
Lake Ontario,Lake Woods,Lake Woods,Lake Ontario,3,20.0,0.35804501350865925
Lake Ontario,Lake Woods,Lake Woods,Lake Ontario,3,40.0,0.4233996450763652
Lake Ontario,Lake Woods,Lake Woods,Lake Ontario,3,60.0,0.41418684435782344
Lake Ontario,Lake Woods,Lake Woods,Lake Ontario,3,80.0,0.4403996262343982
Lake Ontario,Lake Woods,Lake Woods,Lake Ontario,3,100.0,0.4416407919519668
Lake Ontario,Lake Woods,Lake Woods,Lake Ontario,3,120.0,0.46002838915063726
Lake Ontario,Lake Woods,Lake Woods,Lake Ontario,3,140.0,0.45953124584859173
Lake Ontario,Lake Woods,Lake Woods,Lake Ontario,3,160.0,0.4867758890148665
Lake Ontario,Lake Woods,Lake Woods,Lake Ontario,3,180.0,0.5026525543364555
Lake Ontario,Lake Woods,Lake Woods,Lake Ontario,3,200.0,0.5021355676498718
Lake Ontario,Lake Woods,Lake Woods,Lake Ontario,3,220.0,0.5131486999151628
Lake Ontario,Lake Woods,Lake Ontario,Lake Woods,3,20.0,0.3395502616058335
Lake Ontario,Lake Woods,Lake Ontario,Lake Woods,3,40.0,0.36955141952473347
Lake Ontario,Lake Woods,Lake Ontario,Lake Woods,3,60.0,0.3849301981990884
Lake Ontario,Lake Woods,Lake Ontario,Lake Woods,3,80.0,0.3874146719334371
Lake Ontario,Lake Woods,Lake Ontario,Lake Woods,3,100.0,0.40082934068874654
Lake Ontario,Lake Woods,Lake Ontario,Lake Woods,3,120.0,0.4111137261373827
Lake Ontario,Lake Woods,Lake Ontario,Lake Woods,3,140.0,0.40833055241819904
Lake Ontario,Lake Woods,Lake Ontario,Lake Woods,3,160.0,0.42790760088090796
Lake Ontario,Lake Woods,Lake Ontario,Lake Woods,3,180.0,0.42778043669844906
Lake Ontario,Lake Woods,Lake Ontario,Lake Woods,3,200.0,0.43204799072345895
Lake Ontario,Lake Woods,Lake Ontario,Lake Woods,3,220.0,0.42838327159349693
Lake Ontario,Great Salt Lake,Great Salt Lake,Lake Ontario,3,20.0,0.029800286036773392
Lake Ontario,Great Salt Lake,Great Salt Lake,Lake Ontario,3,40.0,0.06843401170560777
Lake Ontario,Great Salt Lake,Great Salt Lake,Lake Ontario,3,60.0,0.04035295243991068
Lake Ontario,Great Salt Lake,Great Salt Lake,Lake Ontario,3,80.0,0.06598208846560288
Lake Ontario,Great Salt Lake,Great Salt Lake,Lake Ontario,3,100.0,0.08567334216203326
Lake Ontario,Great Salt Lake,Great Salt Lake,Lake Ontario,3,120.0,0.05931378242245311
Lake Ontario,Great Salt Lake,Great Salt Lake,Lake Ontario,3,140.0,0.06771501059549463
Lake Ontario,Great Salt Lake,Great Salt Lake,Lake Ontario,3,160.0,0.06686586288217179
Lake Ontario,Great Salt Lake,Great Salt Lake,Lake Ontario,3,180.0,0.07298600450194238
Lake Ontario,Great Salt Lake,Great Salt Lake,Lake Ontario,3,200.0,0.05317059464520799
Lake Ontario,Great Salt Lake,Great Salt Lake,Lake Ontario,3,220.0,0.05775457313697886
Lake Ontario,Great Salt Lake,Lake Ontario,Great Salt Lake,3,20.0,0.14055533851111274
Lake Ontario,Great Salt Lake,Lake Ontario,Great Salt Lake,3,40.0,0.20711434186675542
Lake Ontario,Great Salt Lake,Lake Ontario,Great Salt Lake,3,60.0,0.2528380643420539
Lake Ontario,Great Salt Lake,Lake Ontario,Great Salt Lake,3,80.0,0.2659576096283167
Lake Ontario,Great Salt Lake,Lake Ontario,Great Salt Lake,3,100.0,0.303971464368738
Lake Ontario,Great Salt Lake,Lake Ontario,Great Salt Lake,3,120.0,0.3079928357295175
Lake Ontario,Great Salt Lake,Lake Ontario,Great Salt Lake,3,140.0,0.30584612925935933
Lake Ontario,Great Salt Lake,Lake Ontario,Great Salt Lake,3,160.0,0.33427659388534514
Lake Ontario,Great Salt Lake,Lake Ontario,Great Salt Lake,3,180.0,0.3349628457583454
Lake Ontario,Great Salt Lake,Lake Ontario,Great Salt Lake,3,200.0,0.32811727653427064
Lake Ontario,Great Salt Lake,Lake Ontario,Great Salt Lake,3,220.0,0.34740035476229514
Lake Ontario,Lake Champlain,Lake Champlain,Lake Ontario,3,20.0,0.5368182522931632
Lake Ontario,Lake Champlain,Lake Champlain,Lake Ontario,3,40.0,0.5520899645637455
Lake Ontario,Lake Champlain,Lake Champlain,Lake Ontario,3,60.0,0.5671264530136826
Lake Ontario,Lake Champlain,Lake Champlain,Lake Ontario,3,80.0,0.5792442216427574
Lake Ontario,Lake Champlain,Lake Champlain,Lake Ontario,3,100.0,0.5866471062675964
Lake Ontario,Lake Champlain,Lake Champlain,Lake Ontario,3,120.0,0.589368189806413
Lake Ontario,Lake Champlain,Lake Champlain,Lake Ontario,3,140.0,0.5912823678667116
Lake Ontario,Lake Champlain,Lake Champlain,Lake Ontario,3,160.0,0.5939253921646999
Lake Ontario,Lake Champlain,Lake Champlain,Lake Ontario,3,180.0,0.5956850028890863
Lake Ontario,Lake Champlain,Lake Champlain,Lake Ontario,3,200.0,0.5922113996509336
Lake Ontario,Lake Champlain,Lake Champlain,Lake Ontario,3,220.0,0.5996474498326658
Lake Ontario,Lake Champlain,Lake Ontario,Lake Champlain,3,20.0,0.519938288549438
Lake Ontario,Lake Champlain,Lake Ontario,Lake Champlain,3,40.0,0.5126394622374433
Lake Ontario,Lake Champlain,Lake Ontario,Lake Champlain,3,60.0,0.5222674608807936
Lake Ontario,Lake Champlain,Lake Ontario,Lake Champlain,3,80.0,0.507666063675161
Lake Ontario,Lake Champlain,Lake Ontario,Lake Champlain,3,100.0,0.5114999769827498
Lake Ontario,Lake Champlain,Lake Ontario,Lake Champlain,3,120.0,0.48637493294234047
Lake Ontario,Lake Champlain,Lake Ontario,Lake Champlain,3,140.0,0.49619593301190923
Lake Ontario,Lake Champlain,Lake Ontario,Lake Champlain,3,160.0,0.49919837132393485
Lake Ontario,Lake Champlain,Lake Ontario,Lake Champlain,3,180.0,0.4932337523035347
Lake Ontario,Lake Champlain,Lake Ontario,Lake Champlain,3,200.0,0.497538818715536
Lake Ontario,Lake Champlain,Lake Ontario,Lake Champlain,3,220.0,0.4948602334716689
Lake Ontario,Red Lake,Red Lake,Lake Ontario,3,20.0,0.21850308064604068
Lake Ontario,Red Lake,Red Lake,Lake Ontario,3,40.0,0.2707797076621679
Lake Ontario,Red Lake,Red Lake,Lake Ontario,3,60.0,0.3017058997911199
Lake Ontario,Red Lake,Red Lake,Lake Ontario,3,80.0,0.27032060612533565
Lake Ontario,Red Lake,Red Lake,Lake Ontario,3,100.0,0.2756668565799986
Lake Ontario,Red Lake,Red Lake,Lake Ontario,3,120.0,0.2528920363493816
Lake Ontario,Red Lake,Red Lake,Lake Ontario,3,140.0,0.26962269540371087
Lake Ontario,Red Lake,Red Lake,Lake Ontario,3,160.0,0.2737281401756474
Lake Ontario,Red Lake,Red Lake,Lake Ontario,3,180.0,0.26835630457918763
Lake Ontario,Red Lake,Red Lake,Lake Ontario,3,200.0,0.2786725574079494
Lake Ontario,Red Lake,Red Lake,Lake Ontario,3,220.0,0.2816105736874476
Lake Ontario,Red Lake,Lake Ontario,Red Lake,3,20.0,0.22340971035348328
Lake Ontario,Red Lake,Lake Ontario,Red Lake,3,40.0,0.33184507584815837
Lake Ontario,Red Lake,Lake Ontario,Red Lake,3,60.0,0.3360209092707639
Lake Ontario,Red Lake,Lake Ontario,Red Lake,3,80.0,0.3919816990160344
Lake Ontario,Red Lake,Lake Ontario,Red Lake,3,100.0,0.402047201385934
Lake Ontario,Red Lake,Lake Ontario,Red Lake,3,120.0,0.40270196802647157
Lake Ontario,Red Lake,Lake Ontario,Red Lake,3,140.0,0.431983577265367
Lake Ontario,Red Lake,Lake Ontario,Red Lake,3,160.0,0.4397033212955786
Lake Ontario,Red Lake,Lake Ontario,Red Lake,3,180.0,0.4307692367044723
Lake Ontario,Red Lake,Lake Ontario,Red Lake,3,200.0,0.4325957228942217
Lake Ontario,Red Lake,Lake Ontario,Red Lake,3,220.0,0.43851838965688417
Lake Ontario,Lake Tahoe,Lake Tahoe,Lake Ontario,3,20.0,0.2532746078966723
Lake Ontario,Lake Tahoe,Lake Tahoe,Lake Ontario,3,40.0,0.24897563734961087
Lake Ontario,Lake Tahoe,Lake Tahoe,Lake Ontario,3,60.0,0.2779367019424032
Lake Ontario,Lake Tahoe,Lake Tahoe,Lake Ontario,3,80.0,0.3003379036031458
Lake Ontario,Lake Tahoe,Lake Tahoe,Lake Ontario,3,100.0,0.28220391617163465
Lake Ontario,Lake Tahoe,Lake Tahoe,Lake Ontario,3,120.0,0.28174048784565037
Lake Ontario,Lake Tahoe,Lake Tahoe,Lake Ontario,3,140.0,0.27387729963716223
Lake Ontario,Lake Tahoe,Lake Tahoe,Lake Ontario,3,160.0,0.2678868467042789
Lake Ontario,Lake Tahoe,Lake Tahoe,Lake Ontario,3,180.0,0.2689909911331961
Lake Ontario,Lake Tahoe,Lake Tahoe,Lake Ontario,3,200.0,0.26277274199589634
Lake Ontario,Lake Tahoe,Lake Tahoe,Lake Ontario,3,220.0,0.2567377028116992
Lake Ontario,Lake Tahoe,Lake Ontario,Lake Tahoe,3,20.0,0.37285951501548403
Lake Ontario,Lake Tahoe,Lake Ontario,Lake Tahoe,3,40.0,0.39712358143420945
Lake Ontario,Lake Tahoe,Lake Ontario,Lake Tahoe,3,60.0,0.45085788747939304
Lake Ontario,Lake Tahoe,Lake Ontario,Lake Tahoe,3,80.0,0.4545874792874335
Lake Ontario,Lake Tahoe,Lake Ontario,Lake Tahoe,3,100.0,0.4588682580771845
Lake Ontario,Lake Tahoe,Lake Ontario,Lake Tahoe,3,120.0,0.4620227643704543
Lake Ontario,Lake Tahoe,Lake Ontario,Lake Tahoe,3,140.0,0.45453224696044503
Lake Ontario,Lake Tahoe,Lake Ontario,Lake Tahoe,3,160.0,0.4607366046297042
Lake Ontario,Lake Tahoe,Lake Ontario,Lake Tahoe,3,180.0,0.46579550227014616
Lake Ontario,Lake Tahoe,Lake Ontario,Lake Tahoe,3,200.0,0.4656534174633113
Lake Ontario,Lake Tahoe,Lake Ontario,Lake Tahoe,3,220.0,0.46992364188595975
Lake Woods,Great Salt Lake,Great Salt Lake,Lake Woods,2,20.0,0.08031260317490026
Lake Woods,Great Salt Lake,Great Salt Lake,Lake Woods,2,40.0,0.1403299028291433
Lake Woods,Great Salt Lake,Great Salt Lake,Lake Woods,2,60.0,0.21022619064870068
Lake Woods,Great Salt Lake,Great Salt Lake,Lake Woods,2,80.0,0.22047157602602
Lake Woods,Great Salt Lake,Great Salt Lake,Lake Woods,2,100.0,0.2539545464420695
Lake Woods,Great Salt Lake,Great Salt Lake,Lake Woods,2,120.0,0.2512733893443379
Lake Woods,Great Salt Lake,Great Salt Lake,Lake Woods,2,140.0,0.2776436121971196
Lake Woods,Great Salt Lake,Great Salt Lake,Lake Woods,2,160.0,0.28702392909438484
Lake Woods,Great Salt Lake,Great Salt Lake,Lake Woods,2,180.0,0.29921900172028626
Lake Woods,Great Salt Lake,Great Salt Lake,Lake Woods,2,200.0,0.30806324570102406
Lake Woods,Great Salt Lake,Great Salt Lake,Lake Woods,2,220.0,0.3089489851581302
Lake Woods,Great Salt Lake,Lake Woods,Great Salt Lake,2,20.0,0.15619341151771188
Lake Woods,Great Salt Lake,Lake Woods,Great Salt Lake,2,40.0,0.23102857507069485
Lake Woods,Great Salt Lake,Lake Woods,Great Salt Lake,2,60.0,0.23155079775309417
Lake Woods,Great Salt Lake,Lake Woods,Great Salt Lake,2,80.0,0.29433454195355524
Lake Woods,Great Salt Lake,Lake Woods,Great Salt Lake,2,100.0,0.29417867195436564
Lake Woods,Great Salt Lake,Lake Woods,Great Salt Lake,2,120.0,0.29092955706533463
Lake Woods,Great Salt Lake,Lake Woods,Great Salt Lake,2,140.0,0.3052557648495461
Lake Woods,Great Salt Lake,Lake Woods,Great Salt Lake,2,160.0,0.31318072122735857
Lake Woods,Great Salt Lake,Lake Woods,Great Salt Lake,2,180.0,0.3329806023489974
Lake Woods,Great Salt Lake,Lake Woods,Great Salt Lake,2,200.0,0.3238393263583695
Lake Woods,Great Salt Lake,Lake Woods,Great Salt Lake,2,220.0,0.3262394458267914
Lake Woods,Lake Champlain,Lake Champlain,Lake Woods,3,20.0,0.26783614355117635
Lake Woods,Lake Champlain,Lake Champlain,Lake Woods,3,40.0,0.2795750783845952
Lake Woods,Lake Champlain,Lake Champlain,Lake Woods,3,60.0,0.2994694461473303
Lake Woods,Lake Champlain,Lake Champlain,Lake Woods,3,80.0,0.3124949596760295
Lake Woods,Lake Champlain,Lake Champlain,Lake Woods,3,100.0,0.31662416540626903
Lake Woods,Lake Champlain,Lake Champlain,Lake Woods,3,120.0,0.31805987932244567
Lake Woods,Lake Champlain,Lake Champlain,Lake Woods,3,140.0,0.32709242282175804
Lake Woods,Lake Champlain,Lake Champlain,Lake Woods,3,160.0,0.34963421497537084
Lake Woods,Lake Champlain,Lake Champlain,Lake Woods,3,180.0,0.3459189948262535
Lake Woods,Lake Champlain,Lake Champlain,Lake Woods,3,200.0,0.3502970128300035
Lake Woods,Lake Champlain,Lake Champlain,Lake Woods,3,220.0,0.35080728719936355
Lake Woods,Lake Champlain,Lake Woods,Lake Champlain,3,20.0,0.11892618352877696
Lake Woods,Lake Champlain,Lake Woods,Lake Champlain,3,40.0,0.17789153266433477
Lake Woods,Lake Champlain,Lake Woods,Lake Champlain,3,60.0,0.19133495954289
Lake Woods,Lake Champlain,Lake Woods,Lake Champlain,3,80.0,0.20150778662663166
Lake Woods,Lake Champlain,Lake Woods,Lake Champlain,3,100.0,0.20241905983236194
Lake Woods,Lake Champlain,Lake Woods,Lake Champlain,3,120.0,0.20025370461522032
Lake Woods,Lake Champlain,Lake Woods,Lake Champlain,3,140.0,0.20936303619550878
Lake Woods,Lake Champlain,Lake Woods,Lake Champlain,3,160.0,0.21363746073737122
Lake Woods,Lake Champlain,Lake Woods,Lake Champlain,3,180.0,0.21493763554397916
Lake Woods,Lake Champlain,Lake Woods,Lake Champlain,3,200.0,0.2120315403394945
Lake Woods,Lake Champlain,Lake Woods,Lake Champlain,3,220.0,0.2025295873509866
Lake Woods,Red Lake,Red Lake,Lake Woods,2,20.0,0.14268082464318355
Lake Woods,Red Lake,Red Lake,Lake Woods,2,40.0,0.22921827550603618
Lake Woods,Red Lake,Red Lake,Lake Woods,2,60.0,0.2612879783451851
Lake Woods,Red Lake,Red Lake,Lake Woods,2,80.0,0.2671922741057999
Lake Woods,Red Lake,Red Lake,Lake Woods,2,100.0,0.26408961389191
Lake Woods,Red Lake,Red Lake,Lake Woods,2,120.0,0.2559902546479644
Lake Woods,Red Lake,Red Lake,Lake Woods,2,140.0,0.2543233038393364
Lake Woods,Red Lake,Red Lake,Lake Woods,2,160.0,0.2850171082177869
Lake Woods,Red Lake,Red Lake,Lake Woods,2,180.0,0.2856528480787859
Lake Woods,Red Lake,Red Lake,Lake Woods,2,200.0,0.2891888546530468
Lake Woods,Red Lake,Red Lake,Lake Woods,2,220.0,0.2895420779498191
Lake Woods,Red Lake,Lake Woods,Red Lake,2,20.0,0.21665576491945432
Lake Woods,Red Lake,Lake Woods,Red Lake,2,40.0,0.28038146175379647
Lake Woods,Red Lake,Lake Woods,Red Lake,2,60.0,0.28775027272643705
Lake Woods,Red Lake,Lake Woods,Red Lake,2,80.0,0.2798697627070512
Lake Woods,Red Lake,Lake Woods,Red Lake,2,100.0,0.2594173352833938
Lake Woods,Red Lake,Lake Woods,Red Lake,2,120.0,0.2485961563469624
Lake Woods,Red Lake,Lake Woods,Red Lake,2,140.0,0.23641381461408245
Lake Woods,Red Lake,Lake Woods,Red Lake,2,160.0,0.2509163668249159
Lake Woods,Red Lake,Lake Woods,Red Lake,2,180.0,0.2570600750194739
Lake Woods,Red Lake,Lake Woods,Red Lake,2,200.0,0.2365511689226396
Lake Woods,Red Lake,Lake Woods,Red Lake,2,220.0,0.23989603269100623
Lake Woods,Lake Tahoe,Lake Tahoe,Lake Woods,2,20.0,-0.02126185528041343
Lake Woods,Lake Tahoe,Lake Tahoe,Lake Woods,2,40.0,-0.03719063700470803
Lake Woods,Lake Tahoe,Lake Tahoe,Lake Woods,2,60.0,-0.056226613427738395
Lake Woods,Lake Tahoe,Lake Tahoe,Lake Woods,2,80.0,-0.06129034598764018
Lake Woods,Lake Tahoe,Lake Tahoe,Lake Woods,2,100.0,-0.05812170906297728
Lake Woods,Lake Tahoe,Lake Tahoe,Lake Woods,2,120.0,-0.04142694606181492
Lake Woods,Lake Tahoe,Lake Tahoe,Lake Woods,2,140.0,-0.05444827454607933
Lake Woods,Lake Tahoe,Lake Tahoe,Lake Woods,2,160.0,-0.06572382069509744
Lake Woods,Lake Tahoe,Lake Tahoe,Lake Woods,2,180.0,-0.04626847784085697
Lake Woods,Lake Tahoe,Lake Tahoe,Lake Woods,2,200.0,-0.06506375813335225
Lake Woods,Lake Tahoe,Lake Tahoe,Lake Woods,2,220.0,-0.05101392573552299
Lake Woods,Lake Tahoe,Lake Woods,Lake Tahoe,2,20.0,0.15261848523593044
Lake Woods,Lake Tahoe,Lake Woods,Lake Tahoe,2,40.0,0.23237416531121777
Lake Woods,Lake Tahoe,Lake Woods,Lake Tahoe,2,60.0,0.2695120472780236
Lake Woods,Lake Tahoe,Lake Woods,Lake Tahoe,2,80.0,0.2834000284253411
Lake Woods,Lake Tahoe,Lake Woods,Lake Tahoe,2,100.0,0.26245917185133283
Lake Woods,Lake Tahoe,Lake Woods,Lake Tahoe,2,120.0,0.3064493795597744
Lake Woods,Lake Tahoe,Lake Woods,Lake Tahoe,2,140.0,0.3146747694565364
Lake Woods,Lake Tahoe,Lake Woods,Lake Tahoe,2,160.0,0.3348829279493287
Lake Woods,Lake Tahoe,Lake Woods,Lake Tahoe,2,180.0,0.33741232070167715
Lake Woods,Lake Tahoe,Lake Woods,Lake Tahoe,2,200.0,0.3389282900770155
Lake Woods,Lake Tahoe,Lake Woods,Lake Tahoe,2,220.0,0.35194327271541814
Great Salt Lake,Lake Champlain,Lake Champlain,Great Salt Lake,3,20.0,0.3317018822096044
Great Salt Lake,Lake Champlain,Lake Champlain,Great Salt Lake,3,40.0,0.3552718654988679
Great Salt Lake,Lake Champlain,Lake Champlain,Great Salt Lake,3,60.0,0.3725199345386357
Great Salt Lake,Lake Champlain,Lake Champlain,Great Salt Lake,3,80.0,0.4088320089507665
Great Salt Lake,Lake Champlain,Lake Champlain,Great Salt Lake,3,100.0,0.4236864371714675
Great Salt Lake,Lake Champlain,Lake Champlain,Great Salt Lake,3,120.0,0.4387095929396606
Great Salt Lake,Lake Champlain,Lake Champlain,Great Salt Lake,3,140.0,0.43531257653845373
Great Salt Lake,Lake Champlain,Lake Champlain,Great Salt Lake,3,160.0,0.4448856731403663
Great Salt Lake,Lake Champlain,Lake Champlain,Great Salt Lake,3,180.0,0.4469109990943405
Great Salt Lake,Lake Champlain,Lake Champlain,Great Salt Lake,3,200.0,0.4478066509635171
Great Salt Lake,Lake Champlain,Lake Champlain,Great Salt Lake,3,220.0,0.46066366696667194
Great Salt Lake,Lake Champlain,Great Salt Lake,Lake Champlain,3,20.0,0.25667859605364207
Great Salt Lake,Lake Champlain,Great Salt Lake,Lake Champlain,3,40.0,0.3000629567852603
Great Salt Lake,Lake Champlain,Great Salt Lake,Lake Champlain,3,60.0,0.3030719687913396
Great Salt Lake,Lake Champlain,Great Salt Lake,Lake Champlain,3,80.0,0.30644230329215805
Great Salt Lake,Lake Champlain,Great Salt Lake,Lake Champlain,3,100.0,0.33276912850582535
Great Salt Lake,Lake Champlain,Great Salt Lake,Lake Champlain,3,120.0,0.31521178000846384
Great Salt Lake,Lake Champlain,Great Salt Lake,Lake Champlain,3,140.0,0.2974590043022482
Great Salt Lake,Lake Champlain,Great Salt Lake,Lake Champlain,3,160.0,0.28398779441459643
Great Salt Lake,Lake Champlain,Great Salt Lake,Lake Champlain,3,180.0,0.2898268728916754
Great Salt Lake,Lake Champlain,Great Salt Lake,Lake Champlain,3,200.0,0.2749923868667786
Great Salt Lake,Lake Champlain,Great Salt Lake,Lake Champlain,3,220.0,0.2792552291597613
Great Salt Lake,Red Lake,Red Lake,Great Salt Lake,2,20.0,0.0972502606663653
Great Salt Lake,Red Lake,Red Lake,Great Salt Lake,2,40.0,0.14957968969683472
Great Salt Lake,Red Lake,Red Lake,Great Salt Lake,2,60.0,0.1532156288093481
Great Salt Lake,Red Lake,Red Lake,Great Salt Lake,2,80.0,0.1700102298479383
Great Salt Lake,Red Lake,Red Lake,Great Salt Lake,2,100.0,0.19034752460015336
Great Salt Lake,Red Lake,Red Lake,Great Salt Lake,2,120.0,0.17943293447871606
Great Salt Lake,Red Lake,Red Lake,Great Salt Lake,2,140.0,0.1662707638364635
Great Salt Lake,Red Lake,Red Lake,Great Salt Lake,2,160.0,0.17501047233324862
Great Salt Lake,Red Lake,Red Lake,Great Salt Lake,2,180.0,0.19406959223637169
Great Salt Lake,Red Lake,Red Lake,Great Salt Lake,2,200.0,0.1910847932876609
Great Salt Lake,Red Lake,Red Lake,Great Salt Lake,2,220.0,0.18475819709503813
Great Salt Lake,Red Lake,Great Salt Lake,Red Lake,2,20.0,0.041506088710879914
Great Salt Lake,Red Lake,Great Salt Lake,Red Lake,2,40.0,0.04504333911380433
Great Salt Lake,Red Lake,Great Salt Lake,Red Lake,2,60.0,0.06603215662839101
Great Salt Lake,Red Lake,Great Salt Lake,Red Lake,2,80.0,0.04060967903358137
Great Salt Lake,Red Lake,Great Salt Lake,Red Lake,2,100.0,0.07035732790407169
Great Salt Lake,Red Lake,Great Salt Lake,Red Lake,2,120.0,0.08914960998704552
Great Salt Lake,Red Lake,Great Salt Lake,Red Lake,2,140.0,0.07500536389711013
Great Salt Lake,Red Lake,Great Salt Lake,Red Lake,2,160.0,0.09268781195814356
Great Salt Lake,Red Lake,Great Salt Lake,Red Lake,2,180.0,0.08970655041933737
Great Salt Lake,Red Lake,Great Salt Lake,Red Lake,2,200.0,0.09901223960873233
Great Salt Lake,Red Lake,Great Salt Lake,Red Lake,2,220.0,0.108771166549719
Great Salt Lake,Lake Tahoe,Lake Tahoe,Great Salt Lake,2,20.0,0.16293103936633024
Great Salt Lake,Lake Tahoe,Lake Tahoe,Great Salt Lake,2,40.0,0.23951201241964615
Great Salt Lake,Lake Tahoe,Lake Tahoe,Great Salt Lake,2,60.0,0.2508129540808193
Great Salt Lake,Lake Tahoe,Lake Tahoe,Great Salt Lake,2,80.0,0.2487621464115291
Great Salt Lake,Lake Tahoe,Lake Tahoe,Great Salt Lake,2,100.0,0.22941324753906162
Great Salt Lake,Lake Tahoe,Lake Tahoe,Great Salt Lake,2,120.0,0.24499139695339966
Great Salt Lake,Lake Tahoe,Lake Tahoe,Great Salt Lake,2,140.0,0.23222080092226838
Great Salt Lake,Lake Tahoe,Lake Tahoe,Great Salt Lake,2,160.0,0.23988697521757119
Great Salt Lake,Lake Tahoe,Lake Tahoe,Great Salt Lake,2,180.0,0.2296078892129924
Great Salt Lake,Lake Tahoe,Lake Tahoe,Great Salt Lake,2,200.0,0.23552925877747272
Great Salt Lake,Lake Tahoe,Lake Tahoe,Great Salt Lake,2,220.0,0.21962467464146554
Great Salt Lake,Lake Tahoe,Great Salt Lake,Lake Tahoe,2,20.0,0.1500329079764118
Great Salt Lake,Lake Tahoe,Great Salt Lake,Lake Tahoe,2,40.0,0.1222340474290986
Great Salt Lake,Lake Tahoe,Great Salt Lake,Lake Tahoe,2,60.0,0.13231054517670487
Great Salt Lake,Lake Tahoe,Great Salt Lake,Lake Tahoe,2,80.0,0.1538897631448868
Great Salt Lake,Lake Tahoe,Great Salt Lake,Lake Tahoe,2,100.0,0.12048701237856255
Great Salt Lake,Lake Tahoe,Great Salt Lake,Lake Tahoe,2,120.0,0.1369879446176207
Great Salt Lake,Lake Tahoe,Great Salt Lake,Lake Tahoe,2,140.0,0.1306584674772892
Great Salt Lake,Lake Tahoe,Great Salt Lake,Lake Tahoe,2,160.0,0.1319722864422938
